sorgente,rete_previsione,posizione,tipo_giorno,periodo_da,orario,giorni_mask,programma_listino
publitalia_listino,CAN5,ENTERTAINMENT: Beautiful domenica,tutti,2025-11-30,-,,Beautiful domenica
publitalia_listino,CAN5,ENTERTAINMENT: Aspettando Amici,tutti,2025-11-30,-,,Aspettando Amici
publitalia_listino,CAN5,Ruota della fortuna access promozione [primissima],tutti,2026-01-04,-,,Ruota della fortuna access
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom) [primissima],tutti,2026-01-04,-,,(di cui Canale 5 news - Tgcom)
publitalia_listino,CAN5,Speciale Ruota della fortuna,weekend,2026-05-03,-,,Speciale Ruota della fortuna
publitalia_listino,CAN5,Canale 5 show saluti,tutti,2026-05-03,-,,Canale 5 show
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio C5,tutti,2026-05-03,-,,Pomeriggio C5
publitalia_listino,CAN5,Ruota della fortuna access [primissima],tutti,2026-06-28,-,,Ruota della fortuna access
publitalia_listino,CAN5,NEWS E SPORT: Pressing,tutti,2026-06-28,-,,Pressing
publitalia_listino,CAN5,Speciale Ruota della fortuna access,weekend,2026-03-01,-,,Speciale Ruota della fortuna access
publitalia_listino,CAN5,NEWS E SPORT: Studio Sport,tutti,2026-03-01,-,,Studio Sport
publitalia_listino,CAN5,TG5 Sera-Meteo,tutti,2024-09-01,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom) [primissima],tutti,2024-09-01,-,,(di cui Canale 5 news - Tgcom)
publitalia_listino,CAN5,ENTERTAINMENT: Sabato 1,tutti,2024-12-01,-,,Sabato 1
publitalia_listino,CAN5,ENTERTAINMENT: Sabato 1,tutti,2025-01-05,-,,Sabato 1
publitalia_listino,CAN5,Speciale Gransera [primissima],tutti,2025-03-02,-,,Speciale Gransera
publitalia_listino,CAN5,ENTERTAINMENT: Preserale 1,tutti,2025-03-30,-,,Preserale 1
publitalia_listino,CAN5,ENTERTAINMENT: Forum pomeriggio,tutti,2025-03-30,-,,Forum pomeriggio
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio con I1,tutti,2025-05-04,-,,Pomeriggio con I1
publitalia_listino,CAN5,Estatissima,tutti,2025-06-29,-,,Estatissima
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom) [primissima],tutti,2025-06-29,-,,(di cui Canale 5 news - Tgcom)
publitalia_listino,CAN5,Ruota della fortuna access [primissima],weekend,2025-08-31,-,,Ruota della fortuna access
publitalia_listino,CAN5,Produzione musicale,tutti,2025-11-30,-,,Produzione musicale
publitalia_listino,CAN5,Aspettando Capodanno C5,tutti,2025-11-30,-,,Aspettando Capodanno C5
publitalia_listino,CAN5,NEWS E SPORT: News R4 daytime,tutti,2025-11-30,-,,News R4 daytime
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio con Canale 5,tutti,2025-11-30,-,,Pomeriggio con Canale 5
publitalia_listino,CAN5,Speciale Ruota della fortuna access,tutti,2026-01-04,-,,Speciale Ruota della fortuna access
publitalia_listino,CAN5,Ruota della fortuna access [primissima],weekend,2026-01-04,-,,Ruota della fortuna access
publitalia_listino,CAN5,Ruota della fortuna access,weekend,2026-01-04,-,,Ruota della fortuna access
publitalia_listino,CAN5,Soap C5,tutti,2026-01-04,-,,Soap C5
publitalia_listino,CAN5,Ruota della fortuna access promozione,tutti,2026-01-04,-,,Ruota della fortuna access
publitalia_listino,CAN5,NEWS E SPORT: Meteo 5,tutti,2026-01-04,-,,Meteo 5
publitalia_listino,CAN5,Soap C5,tutti,2026-05-03,-,,Soap C5
publitalia_listino,CAN5,ENTERTAINMENT: Beautiful domenica,tutti,2026-05-03,-,,Beautiful domenica
publitalia_listino,CAN5,Ruota della fortuna access,weekend,2026-06-28,-,,Ruota della fortuna access
publitalia_listino,CAN5,Speciale Gransera,tutti,2026-06-28,-,,Speciale Gransera
publitalia_listino,CAN5,ENTERTAINMENT: Forum meridiana,tutti,2026-06-28,-,,Forum meridiana
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5 pomeriggio,tutti,2026-06-28,-,,Soap C5 pomeriggio
publitalia_listino,CAN5,NEWS E SPORT: Studio Sport,tutti,2024-09-01,-,,Studio Sport
publitalia_listino,CAN5,ENTERTAINMENT: Preserale 1,tutti,2024-09-01,-,,Preserale 1
publitalia_listino,CAN5,Speciale Striscia,tutti,2024-12-01,-,,Speciale Striscia
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom) [primissima],tutti,2024-12-01,-,,(di cui Canale 5 news - Tgcom)
publitalia_listino,CAN5,NEWS E SPORT: Studio Sport,tutti,2024-12-01,-,,Studio Sport
publitalia_listino,CAN5,ENTERTAINMENT: Planet 1,tutti,2024-12-01,-,,Planet 1
publitalia_listino,CAN5,TG5 Sera-Meteo,tutti,2025-01-05,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Premiere promozione [primissima],weekend,2025-01-05,-,,Premiere
publitalia_listino,CAN5,ENTERTAINMENT: Preserale 1,tutti,2025-01-05,-,,Preserale 1
publitalia_listino,CAN5,Premiere [primissima],weekend,2025-03-02,-,,Premiere
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio reality,tutti,2025-03-02,-,,Pomeriggio reality
publitalia_listino,CAN5,TG5 Sera-Meteo,weekend,2025-03-30,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom) [primissima],tutti,2025-03-30,-,,(di cui Canale 5 news - Tgcom)
publitalia_listino,CAN5,NEWS E SPORT: Meteo 5,tutti,2025-03-30,-,,Meteo 5
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5,tutti,2025-03-30,-,,Soap C5
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio reality,tutti,2025-03-30,-,,Pomeriggio reality
publitalia_listino,CAN5,ENTERTAINMENT: Sabato 1,tutti,2025-03-30,-,,Sabato 1
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)**,tutti,2025-05-04,-,,Canale 5 news
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom) [primissima],tutti,2025-05-04,-,,(di cui Canale 5 news - Tgcom)
publitalia_listino,CAN5,NEWS E SPORT: TG4 Meridiana,tutti,2025-05-04,-,,TG4 Meridiana
publitalia_listino,CAN5,ENTERTAINMENT: Avanti un altro Bonolis,weekend,2025-05-04,-,,Avanti un altro Bonolis
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale,weekend,2025-05-04,-,,Produzione preserale
publitalia_listino,CAN5,ENTERTAINMENT: Beautiful domenica,tutti,2025-05-04,-,,Beautiful domenica
publitalia_listino,CAN5,Estatissima [primissima],tutti,2025-06-29,-,,Estatissima
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom),tutti,2025-06-29,-,,Canale 5 news
publitalia_listino,CAN5,NEWS E SPORT: Pressing,tutti,2025-06-29,-,,Pressing
publitalia_listino,CAN5,Ruota della fortuna access [primissima],tutti,2025-08-31,-,,Ruota della fortuna access
publitalia_listino,CAN5,NEWS E SPORT: Studio Sport,tutti,2025-08-31,-,,Studio Sport
publitalia_listino,CAN5,ENTERTAINMENT: Forum meridiana,tutti,2025-11-30,-,,Forum meridiana
publitalia_listino,CAN5,TG5 Sera-Meteo,tutti,2026-01-04,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,NEWS E SPORT: Sport Club,tutti,2026-01-04,-,,Sport Club
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio C5,tutti,2026-01-04,-,,Pomeriggio C5
publitalia_listino,CAN5,ENTERTAINMENT: Aspettando Amici,tutti,2026-01-04,-,,Aspettando Amici
publitalia_listino,CAN5,NEWS E SPORT: TG4 Meridiana,tutti,2026-05-03,-,,TG4 Meridiana
publitalia_listino,CAN5,NEWS E SPORT: News R4 daytime,tutti,2026-05-03,-,,News R4 daytime
publitalia_listino,CAN5,NEWS E SPORT: TG4 Meridiana,tutti,2026-06-28,-,,TG4 Meridiana
publitalia_listino,CAN5,ENTERTAINMENT: Aspettando Amici,tutti,2026-03-01,-,,Aspettando Amici
publitalia_listino,CAN5,Estatissima,tutti,2024-09-01,-,,Estatissima
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5,tutti,2024-09-01,-,,Soap C5
publitalia_listino,CAN5,Canale 5 show FPT,tutti,2024-12-01,-,,Canale 5 show
publitalia_listino,CAN5,Produzione musicale FPT,tutti,2024-12-01,-,,Produzione musicale
publitalia_listino,CAN5,Cinema 5 FPT,tutti,2024-12-01,-,,Cinema 5
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)** [primissima],tutti,2024-12-01,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5,tutti,2024-12-01,-,,Soap C5
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio con I1,tutti,2024-12-01,-,,Pomeriggio con I1
publitalia_listino,CAN5,Finale Zelig,tutti,2025-01-05,-,,Finale Zelig
publitalia_listino,CAN5,Speciale Gransera,tutti,2025-01-05,-,,Speciale Gransera
publitalia_listino,CAN5,ENTERTAINMENT: Preserale 1,tutti,2025-03-02,-,,Preserale 1
publitalia_listino,CAN5,ENTERTAINMENT: Sabato 1,tutti,2025-03-02,-,,Sabato 1
publitalia_listino,CAN5,Show dei record,tutti,2025-05-04,-,,Show dei record
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom),tutti,2025-05-04,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Forum pomeriggio,tutti,2025-05-04,-,,Forum pomeriggio
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom) [primissima],tutti,2025-08-31,-,,(di cui Canale 5 news - Tgcom)
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom),tutti,2025-08-31,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Sarabanda preserale,weekend,2025-08-31,-,,Sarabanda preserale
publitalia_listino,CAN5,Cinema 5 FPT,tutti,2025-11-30,-,,Cinema 5
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)**,tutti,2025-11-30,-,,Canale 5 news
publitalia_listino,CAN5,NEWS E SPORT: Sport Club,tutti,2025-11-30,-,,Sport Club
publitalia_listino,CAN5,ENTERTAINMENT: Domenica 5,tutti,2025-11-30,-,,Domenica 5
publitalia_listino,CAN5,NEWS E SPORT: News R4 daytime,tutti,2026-01-04,-,,News R4 daytime
publitalia_listino,CAN5,ENTERTAINMENT: Beautiful domenica,tutti,2026-01-04,-,,Beautiful domenica
publitalia_listino,CAN5,ENTERTAINMENT: Speciale Amici,tutti,2026-01-04,-,,Speciale Amici
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)** [primissima],tutti,2026-06-28,-,,Canale 5 news
publitalia_listino,CAN5,NEWS E SPORT: Meteo 5,tutti,2026-06-28,-,,Meteo 5
publitalia_listino,CAN5,NEWS E SPORT: Studio Sport,tutti,2026-06-28,-,,Studio Sport
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale,tutti,2026-06-28,-,,Produzione preserale
publitalia_listino,CAN5,Soap C5 FPT,tutti,2026-03-01,-,,Soap C5
publitalia_listino,CAN5,NEWS E SPORT: News R4 daytime,tutti,2026-03-01,-,,News R4 daytime
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5,tutti,2026-03-01,-,,Soap C5
publitalia_listino,CAN5,Estatissima [primissima],tutti,2024-09-01,-,,Estatissima
publitalia_listino,CAN5,Finale Canale 5 show,tutti,2024-09-01,-,,Finale Canale 5 show
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio reality,tutti,2024-09-01,-,,Pomeriggio reality
publitalia_listino,CAN5,Finale Canale 5 show,tutti,2024-12-01,-,,Finale Canale 5 show
publitalia_listino,CAN5,Speciale Gransera,tutti,2024-12-01,-,,Speciale Gransera
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom),tutti,2024-12-01,-,,Canale 5 news
publitalia_listino,CAN5,Cinema 5 FPT,tutti,2025-01-05,-,,Cinema 5
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5 pomeriggio,tutti,2025-01-05,-,,Soap C5 pomeriggio
publitalia_listino,CAN5,Speciale Striscia,tutti,2025-03-02,-,,Speciale Striscia
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom) [primissima],tutti,2025-03-02,-,,(di cui Canale 5 news - Tgcom)
publitalia_listino,CAN5,Premiere [primissima],weekend,2025-03-30,-,,Premiere
publitalia_listino,CAN5,Grande fratello FPT,tutti,2025-03-30,-,,Grande fratello
publitalia_listino,CAN5,Speciale Striscia,weekend,2025-05-04,-,,Speciale Striscia
publitalia_listino,CAN5,Speciale Estatissima,tutti,2025-05-04,-,,Speciale Estatissima
publitalia_listino,CAN5,Sera 5 Produzione preserale,tutti,2025-06-29,-,,Produzione preserale
publitalia_listino,CAN5,Premiere,weekend,2025-06-29,-,,Premiere
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale,weekend,2025-06-29,-,,Produzione preserale
publitalia_listino,CAN5,ENTERTAINMENT: Domenica 5,tutti,2025-06-29,-,,Domenica 5
publitalia_listino,CAN5,Serie C5 FPT,tutti,2025-08-31,-,,Serie C5
publitalia_listino,CAN5,Canale 5 show FPT,tutti,2025-11-30,-,,Canale 5 show
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom),tutti,2025-11-30,-,,Canale 5 news
publitalia_listino,CAN5,Chi vuol essere milionario saluti,tutti,2026-01-04,-,,Chi vuol essere milionario
publitalia_listino,CAN5,ENTERTAINMENT: Forum meridiana,tutti,2026-01-04,-,,Forum meridiana
publitalia_listino,CAN5,Amici ultime sfide,tutti,2026-05-03,-,,Amici ultime sfide
publitalia_listino,CAN5,NEWS E SPORT: Studio Sport,tutti,2026-05-03,-,,Studio Sport
publitalia_listino,CAN5,ENTERTAINMENT: Forum meridiana,tutti,2026-05-03,-,,Forum meridiana
publitalia_listino,CAN5,TG5 Sera-Meteo,weekend,2026-06-28,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Soap C5 FPT [primissima],tutti,2026-06-28,-,,Soap C5
publitalia_listino,CAN5,Soap C5 FPT [primissima],tutti,2026-03-01,-,,Soap C5
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom) [primissima],tutti,2026-03-01,-,,(di cui Canale 5 news - Tgcom)
publitalia_listino,CAN5,NEWS E SPORT: TG4 meridiana,tutti,2026-03-01,-,,TG4 meridiana
publitalia_listino,CAN5,ENTERTAINMENT: Forum meridiana,tutti,2026-03-01,-,,Forum meridiana
publitalia_listino,CAN5,ENTERTAINMENT: Domenica 5,tutti,2026-03-01,-,,Domenica 5
publitalia_listino,CAN5,ENTERTAINMENT: Mezzogiorno 1,tutti,2024-09-01,-,,Mezzogiorno 1
publitalia_listino,CAN5,Speciale Striscia,weekend,2024-12-01,-,,Speciale Striscia
publitalia_listino,CAN5,Produzione musicale,tutti,2024-12-01,-,,Produzione musicale
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)**,tutti,2025-01-05,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale,tutti,2025-01-05,-,,Produzione preserale
publitalia_listino,CAN5,ENTERTAINMENT: Aspettando Amici,tutti,2025-01-05,-,,Aspettando Amici
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio con I1,tutti,2025-01-05,-,,Pomeriggio con I1
publitalia_listino,CAN5,ENTERTAINMENT: Comics Top,tutti,2025-03-02,-,,Comics Top
publitalia_listino,CAN5,TG5 Sera-Meteo,tutti,2025-05-04,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)**,tutti,2025-06-29,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio con I1,tutti,2025-06-29,-,,Pomeriggio con I1
publitalia_listino,CAN5,ENTERTAINMENT: Preserale 1,tutti,2025-06-29,-,,Preserale 1
publitalia_listino,CAN5,Speciale ruota della fortuna access,tutti,2025-08-31,-,,Speciale ruota della fortuna access
publitalia_listino,CAN5,NEWS E SPORT: Tg4 meridiana,tutti,2025-08-31,-,,Tg4 meridiana
publitalia_listino,CAN5,TG5 Sera-Meteo,weekend,2025-11-30,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Produzione musicale FPT [primissima],tutti,2025-11-30,-,,Produzione musicale
publitalia_listino,CAN5,Chi vuol essere milionario FPT,tutti,2026-01-04,-,,Chi vuol essere milionario
publitalia_listino,CAN5,Speciale Gransera,tutti,2026-01-04,-,,Speciale Gransera
publitalia_listino,CAN5,Canale 5 show,tutti,2026-05-03,-,,Canale 5 show
publitalia_listino,CAN5,Amici finale FPT [primissima],tutti,2026-05-03,-,,Amici finale
publitalia_listino,CAN5,Amici finale,tutti,2026-05-03,-,,Amici finale
publitalia_listino,CAN5,Amici finale ultime sfide,tutti,2026-05-03,-,,Amici finale ultime sfide
publitalia_listino,CAN5,Speciale Gransera,tutti,2026-05-03,-,,Speciale Gransera
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale,weekend,2026-05-03,-,,Produzione preserale
publitalia_listino,CAN5,NEWS E SPORT: Sport Club,tutti,2026-06-28,-,,Sport Club
publitalia_listino,CAN5,Speciale Striscia,tutti,2024-09-01,-,,Speciale Striscia
publitalia_listino,CAN5,Segreti di famiglia FPT,tutti,2024-09-01,-,,Segreti di famiglia
publitalia_listino,CAN5,Canale 5 show FPT,tutti,2024-09-01,-,,Canale 5 show
publitalia_listino,CAN5,NEWS E SPORT: News R4 daytime,tutti,2024-09-01,-,,News R4 daytime
publitalia_listino,CAN5,ENTERTAINMENT: Beautiful Domenica,tutti,2024-09-01,-,,Beautiful Domenica
publitalia_listino,CAN5,NEWS E SPORT: Sport Club,tutti,2024-12-01,-,,Sport Club
publitalia_listino,CAN5,Premiere [primissima],weekend,2025-01-05,-,,Premiere
publitalia_listino,CAN5,NEWS E SPORT: News R4 daytime,tutti,2025-01-05,-,,News R4 daytime
publitalia_listino,CAN5,TG5 Sera-Meteo,tutti,2025-03-02,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Premiere,weekend,2025-03-02,-,,Premiere
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)**,tutti,2025-03-02,-,,Canale 5 news
publitalia_listino,CAN5,NEWS E SPORT: Meteo 5,tutti,2025-03-02,-,,Meteo 5
publitalia_listino,CAN5,ENTERTAINMENT: Domenica 5,tutti,2025-03-02,-,,Domenica 5
publitalia_listino,CAN5,ENTERTAINMENT: Aspettando Amici,tutti,2025-03-02,-,,Aspettando Amici
publitalia_listino,CAN5,Sera 5 Produzione preserale,weekend,2025-05-04,-,,Produzione preserale
publitalia_listino,CAN5,Speciale Estatissima,weekend,2025-05-04,-,,Speciale Estatissima
publitalia_listino,CAN5,Estatissima,tutti,2025-05-04,-,,Estatissima
publitalia_listino,CAN5,Show dei record FPT,tutti,2025-05-04,-,,Show dei record
publitalia_listino,CAN5,Serie C5 FPT,tutti,2025-05-04,-,,Serie C5
publitalia_listino,CAN5,Speciale Estatissima,tutti,2025-06-29,-,,Speciale Estatissima
publitalia_listino,CAN5,ENTERTAINMENT: Beautiful Domenica,tutti,2025-06-29,-,,Beautiful Domenica
publitalia_listino,CAN5,ENTERTAINMENT: Comics,tutti,2025-06-29,-,,Comics
publitalia_listino,CAN5,ENTERTAINMENT: Late noon,tutti,2025-06-29,-,,Late noon
publitalia_listino,CAN5,ENTERTAINMENT: Domenica 5,tutti,2025-08-31,-,,Domenica 5
publitalia_listino,CAN5,Canale 5 show,tutti,2025-11-30,-,,Canale 5 show
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)** [primissima],tutti,2026-01-04,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale,tutti,2026-01-04,-,,Produzione preserale
publitalia_listino,CAN5,NEWS E SPORT: Sport Club,tutti,2026-05-03,-,,Sport Club
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale,tutti,2026-05-03,-,,Produzione preserale
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom),tutti,2026-06-28,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale,weekend,2026-06-28,-,,Produzione preserale
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)** [primissima],tutti,2026-03-01,-,,Canale 5 news
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)**,tutti,2024-09-01,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Speciale Amici,tutti,2024-09-01,-,,Speciale Amici
publitalia_listino,CAN5,Speciale Gransera,tutti,2025-03-02,-,,Speciale Gransera
